Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel_updated
40,Travel_Rarely,Delivery,Bachelors,1,Male,3,3,Divorced,15918,No,3,3,17,2,3,5,2,1,2,L4
33,Travel_Rarely,HR,Doctorate,1,Female,3,1,Single,5324,No,4,3,6,3,3,2,1,1,1,L2
33,Travel_Rarely,Product,Bachelors,3,Male,3,3,Married,11691,No,3,4,14,3,4,5,4,2,3,L3
37,Travel_Rarely,Sales,Doctorate,3,Male,2,3,Married,5846,No,3,1,15,2,2,5,4,2,4,L2
27,Travel_Rarely,Marketing,Diploma,3,Female,3,2,Single,2394,No,3,3,7,2,3,3,1,3,3,L1
32,Travel_Rarely,Delivery,Masters,2,Male,2,3,Divorced,8747,No,3,2,14,3,2,5,3,1,3,L2
57,Travel_Rarely,Corporate Functions,Doctorate,3,Female,2,1,Married,19679,No,4,3,32,3,3,5,3,1,3,L5
47,Travel_Frequently,Marketing,Doctorate,1,Male,3,2,Divorced,11921,Yes,4,3,10,2,2,4,3,3,3,L3
30,Travel_Rarely,Sales,Bachelors,2,Female,3,2,Divorced,3218,Yes,4,1,9,2,3,3,2,2,2,L1
36,Travel_Rarely,Delivery,Masters,4,Female,2,4,Single,8858,No,3,2,15,2,2,5,3,3,3,L3
42,Travel_Rarely,Marketing,Bachelors,2,Male,1,3,Divorced,19387,No,3,1,24,2,2,5,3,1,4,L5
34,Travel_Rarely,Marketing,Bachelors,2,Male,2,1,Divorced,4336,No,3,2,15,2,3,5,5,1,3,L2
44,Travel_Rarely,Product,Masters,1,Male,3,1,Married,2362,No,3,3,10,4,4,2,1,1,1,L1
30,Travel_Rarely,Sales,Diploma,3,Male,2,2,Single,2146,Yes,4,1,2,2,3,1,1,1,1,L1
44,Travel_Rarely,HR,Masters,2,Female,2,2,Married,17084,No,3,2,23,3,1,5,1,1,2,L4
22,Travel_Rarely,Product,Bachelors,1,Female,2,2,Single,2583,No,5,2,2,2,1,1,1,1,1,L1
39,Travel_Rarely,HR,Masters,3,Male,3,1,Single,3904,No,3,1,6,2,3,2,1,1,2,L1
48,Travel_Rarely,Sales,Diploma,4,Male,3,3,Single,4789,No,3,3,5,3,2,1,1,1,1,L2
33,Travel_Rarely,Delivery,Bachelors,3,Male,3,3,Single,7754,No,3,3,14,2,1,5,4,2,3,L2
55,Travel_Rarely,Delivery,Masters,2,Male,3,3,Single,16148,No,4,2,30,1,2,5,4,3,5,L4
32,Travel_Rarely,Delivery,Doctorate,3,Male,2,2,Married,5542,No,3,2,13,2,2,5,3,2,3,L2
37,Travel_Rarely,Sales,Bachelors,3,Male,3,3,Divorced,10181,No,3,2,19,3,2,5,3,2,3,L3
43,Travel_Rarely,Sales,Masters,2,Female,2,1,Married,13271,No,3,1,23,2,2,5,2,3,3,L4
32,Travel_Frequently,Product,Diploma,4,Male,2,1,Married,10117,No,4,3,11,1,3,3,3,2,1,L2
35,Travel_Rarely,Corporate Functions,Bachelors,3,Male,2,4,Single,8860,No,3,2,14,2,2,5,3,3,3,L3
45,Travel_Rarely,Corporate Functions,Diploma,2,Female,3,2,Single,6452,No,3,3,9,2,3,2,2,1,1,L2
34,Travel_Rarely,Delivery,Bachelors,2,Female,3,1,Single,9160,Yes,3,1,9,2,2,2,2,1,2,L3
48,Travel_Rarely,HR,Masters,2,Male,3,1,Married,13504,No,3,3,22,5,3,5,4,1,2,L4
36,Travel_Rarely,Delivery,Masters,2,Male,3,1,Single,5693,No,3,3,15,2,3,5,3,2,4,L2
31,Travel_Frequently,Corporate Functions,Masters,2,Male,3,2,Divorced,5272,Yes,3,1,12,2,3,5,3,3,3,L2
26,Travel_Rarely,Sales,Masters,4,Female,3,2,Single,2670,Yes,4,2,5,4,2,2,1,1,1,L1
58,Travel_Rarely,HR,Diploma,3,Female,2,1,Married,10008,Yes,4,4,31,0,2,4,4,2,4,L3
43,Travel_Rarely,HR,Diploma,2,Female,2,1,Married,13271,No,3,1,23,2,2,5,2,3,3,L4
28,Travel_Frequently,Corporate Functions,Doctorate,1,Male,2,1,Married,2125,Yes,3,3,2,2,3,1,1,1,1,L1
33,Travel_Rarely,Product,Doctorate,1,Male,2,1,Single,3720,Yes,3,1,11,3,3,4,3,3,3,L1
32,Travel_Rarely,Sales,Bachelors,3,Male,2,3,Married,10438,Yes,3,2,14,2,3,5,4,2,3,L3
40,Travel_Rarely,Delivery,Doctorate,2,Male,2,4,Single,5583,No,3,2,14,3,2,5,4,2,3,L2
57,Travel_Rarely,HR,Doctorate,3,Male,2,1,Single,9993,No,5,4,30,0,2,4,3,2,3,L2
52,Travel_Rarely,Product,Masters,4,Female,3,4,Married,17359,No,3,3,30,2,2,5,2,3,2,L4
34,Travel_Rarely,Corporate Functions,Bachelors,2,Female,3,1,Married,16980,No,3,4,16,2,2,5,3,2,3,L4
27,Travel_Frequently,Delivery,Doctorate,4,Male,3,3,Single,3886,Yes,5,1,7,2,2,3,2,2,3,L1
34,Travel_Frequently,Sales,Diploma,1,Male,3,1,Married,2367,Yes,3,3,7,2,3,2,1,1,1,L1
41,Travel_Rarely,Sales,Bachelors,3,Male,2,3,Married,5948,No,3,1,14,2,2,5,4,2,4,L2
34,Travel_Rarely,Sales,Diploma,1,Male,3,1,Single,4744,Yes,3,4,14,2,2,5,3,2,4,L2
28,Travel_Rarely,Delivery,Doctorate,2,Female,3,2,Single,3295,Yes,3,1,9,2,3,3,3,2,3,L1
50,Travel_Rarely,Corporate Functions,Masters,3,Female,2,1,Married,17474,No,3,2,32,3,3,5,2,1,3,L4
35,Travel_Rarely,Product,Doctorate,2,Female,2,2,Single,5135,No,3,1,14,3,3,5,4,2,3,L2
54,Travel_Frequently,Sales,Masters,2,Female,2,1,Single,4892,No,5,1,7,2,3,2,2,2,2,L1
34,Travel_Rarely,Product,Diploma,3,Female,3,4,Single,6687,No,3,4,14,2,4,5,4,2,4,L2
31,Travel_Frequently,Sales,Diploma,2,Male,1,1,Single,3892,Yes,4,2,9,4,3,4,1,2,3,L1
50,Travel_Rarely,Corporate Functions,Masters,1,Male,3,3,Single,2468,Yes,3,3,17,2,3,4,1,1,3,L1
40,Travel_Rarely,Product,Bachelors,2,Female,4,3,Divorced,6377,No,4,2,15,0,3,5,4,4,3,L2
50,Travel_Rarely,Sales,Doctorate,1,Male,2,2,Divorced,2454,Yes,5,2,17,1,3,4,1,1,3,L1
34,Travel_Rarely,Corporate Functions,Bachelors,4,Male,1,1,Married,5358,No,3,2,13,3,3,5,3,2,3,L2
27,Travel_Rarely,Product,Doctorate,1,Female,3,2,Married,2948,Yes,5,3,5,3,3,2,1,1,1,L1
32,Travel_Rarely,Marketing,Doctorate,1,Male,2,1,Married,2253,Yes,3,2,4,0,3,1,1,1,1,L1
21,Travel_Frequently,Sales,Bachelors,2,Female,2,2,Single,2425,Yes,3,2,2,3,2,1,1,1,1,L1
20,Travel_Rarely,Product,Bachelors,2,Male,2,2,Single,1601,Yes,5,4,0,3,3,1,1,1,1,L1
43,Travel_Rarely,Marketing,Doctorate,2,Male,2,3,Divorced,17635,No,3,1,15,2,2,5,3,2,4,L4
52,Travel_Rarely,Product,Bachelors,3,Male,3,3,Married,17434,No,3,4,29,3,2,5,2,3,2,L4
50,Travel_Frequently,Marketing,Doctorate,3,Male,3,4,Divorced,17024,No,3,2,26,2,2,5,4,3,3,L4
33,Travel_Frequently,Product,Doctorate,2,Female,2,4,Divorced,12402,Yes,3,1,15,2,2,5,3,2,3,L3
21,Travel_Rarely,Product,Bachelors,2,Male,2,1,Single,2676,Yes,3,2,1,2,2,1,1,1,1,L1
31,Travel_Rarely,HR,Masters,1,Female,1,4,Single,2682,Yes,4,3,5,1,2,2,2,1,1,L1
32,Travel_Rarely,HR,Doctorate,2,Male,2,3,Single,2373,Yes,3,3,7,2,1,2,2,1,2,L1
32,Travel_Rarely,Corporate Functions,Bachelors,4,Female,2,3,Single,3590,Yes,5,3,3,2,1,1,1,1,1,L1
46,Travel_Rarely,Corporate Functions,Bachelors,1,Male,3,3,Married,17465,No,3,4,23,3,3,5,4,2,4,L4
35,Travel_Rarely,Delivery,Bachelors,3,Male,1,3,Married,5432,No,3,1,13,3,2,5,4,3,4,L2
38,Travel_Rarely,Marketing,Masters,2,Male,2,3,Married,5363,No,3,3,12,2,2,5,3,1,3,L2
34,Non-Travel,Sales,Bachelors,2,Male,2,3,Divorced,8835,No,3,2,14,2,2,5,3,1,3,L2
36,Travel_Rarely,Sales,Masters,1,Female,2,3,Married,10813,No,3,3,15,2,2,5,4,4,3,L3
33,Travel_Frequently,Corporate Functions,Diploma,1,Female,2,3,Single,4508,No,1,2,14,4,3,5,3,2,3,L2
34,Travel_Rarely,Sales,Diploma,1,Male,2,3,Married,2706,No,3,2,12,4,3,5,3,2,3,L1
40,Travel_Rarely,Sales,Bachelors,3,Male,2,1,Married,6370,No,3,3,13,2,2,5,4,2,3,L2
37,Travel_Rarely,Product,Bachelors,2,Male,3,3,Married,6555,No,3,1,15,1,2,5,3,2,4,L2
49,Travel_Rarely,Sales,Bachelors,3,Male,2,3,Married,6139,No,3,1,13,2,2,5,4,1,4,L2
36,Travel_Rarely,Delivery,Diploma,1,Male,2,2,Single,10094,No,5,2,16,4,3,2,1,1,1,L3
32,Travel_Rarely,Sales,Doctorate,3,Female,2,3,Divorced,5467,No,3,2,12,3,2,5,3,2,3,L2
20,Travel_Frequently,HR,Diploma,4,Female,3,4,Single,2323,Yes,3,2,2,3,3,1,1,1,1,L1
45,Travel_Rarely,Marketing,Doctorate,4,Female,2,3,Divorced,6342,No,3,2,15,2,3,5,2,1,3,L2
38,Travel_Rarely,Corporate Functions,Doctorate,1,Male,2,3,Married,6452,No,3,2,14,1,2,5,4,1,4,L2
50,Travel_Frequently,Sales,Masters,2,Male,2,1,Single,8583,Yes,5,3,10,2,2,3,3,3,3,L3
34,Travel_Rarely,Marketing,Diploma,2,Male,3,2,Married,2079,No,3,3,12,5,3,5,4,1,4,L1
41,Travel_Frequently,Marketing,Doctorate,3,Female,2,1,Married,13416,No,3,3,20,3,2,5,1,3,3,L3
35,Non-Travel,Delivery,Bachelors,3,Female,2,4,Married,10377,Yes,3,2,16,6,2,5,1,2,5,L3
27,Travel_Rarely,Marketing,Doctorate,4,Female,3,1,Single,2668,Yes,4,2,5,4,2,2,1,1,1,L1
45,Travel_Rarely,Corporate Functions,Masters,3,Female,3,3,Divorced,13529,Yes,3,2,25,2,3,5,4,3,4,L4
29,Travel_Rarely,Marketing,Doctorate,2,Female,2,1,Married,8788,No,3,1,11,1,2,4,3,1,4,L3
33,Travel_Rarely,Sales,Diploma,1,Male,3,4,Married,2781,No,3,2,15,5,3,5,4,2,4,L1
30,Travel_Rarely,HR,Doctorate,3,Female,2,1,Single,2306,Yes,3,1,3,2,3,2,1,1,1,L1
36,Travel_Rarely,Sales,Bachelors,1,Male,1,2,Married,2386,Yes,5,3,7,3,3,2,2,1,2,L1
31,Travel_Rarely,Delivery,Doctorate,3,Male,3,3,Single,6090,Yes,4,3,10,3,2,4,1,2,3,L2
26,Travel_Frequently,Delivery,Doctorate,2,Male,2,1,Single,2846,No,3,3,5,1,3,2,1,1,1,L1
40,Travel_Rarely,HR,Diploma,1,Male,1,3,Single,6350,No,5,2,12,3,3,3,2,1,2,L2
29,Travel_Rarely,Sales,Bachelors,3,Female,2,1,Single,7635,No,3,1,11,2,1,3,3,1,3,L3
26,Travel_Rarely,Delivery,Doctorate,4,Male,3,3,Single,3760,No,4,1,7,2,3,3,3,2,3,L1
41,Travel_Rarely,Product,Doctorate,2,Female,3,2,Married,16006,No,3,2,19,2,3,5,3,1,1,L4
36,Travel_Rarely,Sales,Doctorate,1,Female,2,1,Married,6689,Yes,5,2,15,2,3,1,1,1,1,L2
37,Travel_Rarely,HR,Masters,4,Female,2,4,Married,6474,No,3,2,14,2,2,5,3,2,4,L2
28,Travel_Rarely,Product,Bachelors,1,Female,2,1,Married,2348,Yes,3,3,10,2,1,3,3,1,3,L1
31,Travel_Rarely,Product,Bachelors,2,Male,1,3,Single,6172,Yes,5,2,11,3,2,3,3,3,3,L2
43,Travel_Rarely,Product,Doctorate,1,Female,1,3,Single,5346,No,5,2,7,2,2,2,2,1,2,L2
37,Travel_Rarely,HR,Bachelors,3,Male,3,2,Single,5821,No,3,4,16,2,3,5,4,1,3,L2
34,Travel_Frequently,HR,Diploma,4,Male,2,1,Single,5343,No,4,3,14,3,3,5,4,2,4,L2
51,Travel_Rarely,Sales,Doctorate,1,Male,3,3,Divorced,2479,Yes,4,3,16,2,3,4,1,1,2,L1
57,Travel_Rarely,Marketing,Bachelors,2,Female,2,1,Married,9979,No,4,3,30,0,2,4,3,2,4,L3
36,Travel_Rarely,Product,Masters,4,Male,2,4,Married,6510,No,3,2,13,2,2,5,3,1,4,L2
29,Travel_Rarely,Product,Bachelors,3,Male,2,2,Married,4918,No,3,2,8,4,3,3,2,1,1,L2
35,Travel_Rarely,Sales,Diploma,2,Male,2,3,Married,5916,Yes,5,1,8,1,3,1,1,1,1,L2
33,Travel_Rarely,Product,Masters,1,Male,2,2,Single,2424,Yes,5,2,4,0,3,1,1,1,1,L1
40,Travel_Rarely,Product,Diploma,2,Male,2,3,Single,11356,No,3,2,20,2,3,5,3,1,3,L3
26,Travel_Frequently,Marketing,Doctorate,2,Male,2,1,Single,3050,No,5,3,6,1,3,2,2,1,2,L1
28,Travel_Frequently,Corporate Functions,Diploma,3,Male,2,3,Married,2032,No,3,4,0,0,2,1,1,1,1,L1
32,Travel_Rarely,Delivery,Bachelors,2,Male,2,3,Single,1937,Yes,4,3,5,2,2,2,1,1,1,L1
33,Travel_Rarely,Corporate Functions,Bachelors,1,Male,2,2,Single,4430,Yes,1,1,13,3,3,5,3,2,3,L1
31,Travel_Frequently,HR,Diploma,1,Male,2,1,Divorced,2993,No,4,1,5,2,3,1,1,1,1,L1
32,Travel_Rarely,Marketing,Masters,4,Male,2,2,Married,2980,No,3,3,12,2,2,5,2,3,4,L1
41,Travel_Rarely,Delivery,Masters,3,Male,2,1,Married,2477,Yes,5,3,6,2,1,1,1,1,1,L1
30,Non-Travel,HR,Masters,3,Male,3,1,Divorced,3072,No,3,3,12,4,3,5,4,3,4,L2
36,Travel_Rarely,Sales,Doctorate,1,Female,3,4,Divorced,9972,No,3,1,13,3,2,5,3,1,1,L3
33,Travel_Rarely,Sales,Masters,2,Female,2,1,Married,2400,Yes,3,3,6,3,3,2,1,1,1,L1
32,Travel_Rarely,HR,Diploma,2,Male,2,3,Divorced,3740,No,3,2,12,3,3,5,3,2,4,L2
30,Travel_Rarely,Marketing,Bachelors,2,Female,3,2,Married,2469,Yes,5,2,7,2,2,2,2,1,1,L1
40,Travel_Rarely,Product,Masters,3,Male,2,4,Married,10855,No,3,1,15,2,2,5,4,1,4,L3
50,Travel_Rarely,Product,Doctorate,3,Female,2,1,Married,9878,Yes,4,3,24,0,2,4,3,2,3,L3
35,Travel_Rarely,HR,Doctorate,3,Male,2,2,Married,11021,Yes,3,1,15,1,3,5,4,2,3,L3
40,Travel_Rarely,HR,Diploma,3,Female,2,3,Single,8988,No,3,3,18,2,3,5,2,3,3,L3
48,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,1,Single,6552,No,3,3,15,1,2,5,4,2,4,L2
19,Travel_Frequently,Corporate Functions,Bachelors,3,Female,1,1,Single,2325,No,5,1,1,5,4,1,1,1,1,L1
26,Travel_Rarely,Sales,Diploma,3,Female,1,4,Divorced,2414,Yes,5,2,1,3,1,1,1,1,1,L1
29,Travel_Frequently,Product,Doctorate,2,Male,2,3,Married,2388,Yes,5,3,4,3,2,2,1,1,1,L1
38,Travel_Rarely,Sales,Bachelors,2,Male,3,1,Married,6673,Yes,4,2,17,2,3,1,1,1,1,L2
35,Travel_Rarely,Marketing,Diploma,3,Female,2,2,Married,10900,No,3,1,15,2,2,5,4,2,3,L3
44,Travel_Rarely,Product,Doctorate,1,Male,3,3,Single,7914,No,3,3,10,2,3,4,3,1,2,L3
29,Travel_Frequently,Marketing,Doctorate,3,Male,2,3,Married,2438,Yes,5,1,1,2,2,1,1,1,1,L1
19,Travel_Rarely,Product,Bachelors,2,Male,2,3,Single,1740,No,4,3,0,2,3,1,1,1,1,L1
31,Travel_Frequently,Sales,Diploma,3,Male,2,2,Single,3479,No,5,2,6,2,4,2,2,1,2,L1
32,Travel_Rarely,Marketing,Masters,3,Male,2,3,Married,6232,No,3,3,13,1,1,5,4,2,3,L2
38,Travel_Rarely,Marketing,Masters,3,Male,3,1,Married,4485,No,3,2,14,3,3,5,4,1,4,L1
49,Travel_Rarely,Delivery,Doctorate,3,Male,2,3,Married,6147,No,3,1,13,2,2,5,4,1,4,L2
35,Travel_Rarely,Corporate Functions,Diploma,2,Female,1,3,Single,6616,No,3,2,15,3,3,5,3,3,2,L2
31,Travel_Rarely,Delivery,Doctorate,1,Female,1,1,Single,6828,Yes,3,1,10,2,2,1,1,1,1,L2
36,Travel_Rarely,Corporate Functions,Masters,3,Male,2,3,Married,9112,No,3,1,16,3,2,5,3,1,3,L3
28,Travel_Frequently,Product,Masters,1,Female,3,2,Married,1404,Yes,5,2,2,2,2,1,1,1,1,L1
38,Travel_Rarely,Corporate Functions,Diploma,2,Male,1,3,Married,12611,No,3,1,18,2,3,5,5,1,4,L3
43,Travel_Rarely,Product,Doctorate,4,Male,2,2,Single,13712,No,3,3,20,4,3,5,3,3,3,L3
24,Travel_Rarely,HR,Masters,1,Female,2,1,Single,3186,Yes,3,2,4,2,2,1,1,1,1,L1
36,Travel_Rarely,Corporate Functions,Masters,4,Male,3,2,Single,5914,No,3,4,16,3,4,5,4,2,3,L2
30,Travel_Rarely,Product,Bachelors,4,Female,3,1,Single,2657,Yes,4,3,8,5,3,2,1,1,2,L1
47,Travel_Rarely,Delivery,Masters,3,Female,2,3,Married,13811,No,3,3,21,2,3,5,5,1,3,L3
32,Travel_Rarely,Product,Doctorate,4,Male,1,4,Married,10400,No,1,3,14,2,2,5,3,4,3,L3
41,Travel_Rarely,Product,Masters,3,Female,2,1,Married,13298,Yes,3,2,15,3,2,5,4,2,4,L3
34,Travel_Rarely,Delivery,Bachelors,3,Male,2,1,Divorced,5305,No,3,3,13,3,3,5,3,2,3,L2
35,Travel_Rarely,Marketing,Doctorate,1,Female,3,1,Single,6078,No,3,3,14,2,2,5,3,2,4,L2
19,Travel_Rarely,Corporate Functions,Doctorate,4,Male,3,3,Single,1675,Yes,3,4,0,2,2,1,1,1,1,L1
38,Travel_Rarely,Marketing,Masters,3,Female,2,1,Married,2362,Yes,3,3,4,3,2,2,1,1,1,L1
30,Travel_Frequently,Marketing,Bachelors,3,Female,3,4,Single,4011,No,4,4,12,2,3,5,3,2,3,L2
51,Travel_Rarely,Delivery,Masters,3,Male,2,1,Single,16739,No,3,2,27,2,3,5,3,3,2,L4
35,Travel_Rarely,Corporate Functions,Doctorate,1,Male,3,1,Single,4504,Yes,3,3,14,2,2,5,3,2,3,L2
27,Travel_Rarely,Delivery,Masters,2,Male,3,1,Single,1903,Yes,4,2,1,2,2,1,1,1,1,L1
36,Travel_Rarely,HR,Diploma,3,Male,3,2,Married,4586,No,3,3,9,2,3,2,1,1,1,L2
50,Travel_Rarely,Product,Diploma,1,Male,2,3,Married,2683,Yes,3,3,3,2,3,2,1,1,1,L1
29,Travel_Rarely,Marketing,Diploma,2,Male,3,1,Married,2194,Yes,4,1,4,3,1,1,1,1,1,L1
30,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,1,Single,2289,Yes,3,1,4,0,2,2,1,1,1,L1
39,Travel_Rarely,Product,Doctorate,4,Male,3,4,Married,2086,No,3,3,19,6,4,1,1,1,1,L2
30,Travel_Rarely,Corporate Functions,Bachelors,3,Male,2,3,Married,10272,No,5,3,8,0,2,2,1,2,2,L2
46,Travel_Rarely,Corporate Functions,Bachelors,2,Male,3,2,Single,5152,No,3,2,15,2,2,5,4,2,4,L2
46,Travel_Rarely,Product,Masters,3,Female,2,3,Divorced,19103,No,3,1,23,4,3,5,3,2,3,L5
53,Travel_Rarely,Product,Masters,3,Female,3,3,Divorced,19094,No,3,4,26,3,2,5,5,2,3,L5
44,Travel_Rarely,HR,Masters,3,Male,3,2,Single,4976,Yes,3,3,5,4,2,1,1,1,1,L2
34,Travel_Rarely,Marketing,Masters,1,Female,3,2,Single,11994,No,3,3,13,4,3,5,3,1,4,L3
46,Travel_Rarely,Delivery,Diploma,2,Female,2,1,Married,10617,No,3,3,21,4,2,5,4,4,2,L3
40,Travel_Frequently,Corporate Functions,Diploma,1,Male,2,1,Married,2345,Yes,3,2,8,3,3,2,1,1,1,L1
37,Travel_Rarely,Delivery,Doctorate,2,Male,1,4,Married,5310,No,3,3,16,2,2,5,4,1,3,L2
35,Travel_Rarely,Marketing,Bachelors,3,Male,2,2,Single,4089,Yes,3,2,8,2,2,3,2,1,2,L1
34,Travel_Rarely,Delivery,Doctorate,3,Male,2,3,Married,2122,Yes,4,1,6,2,2,1,1,1,1,L1
27,Travel_Frequently,Sales,Bachelors,1,Male,3,3,Divorced,2237,Yes,3,3,3,0,2,2,1,1,1,L1
26,Travel_Rarely,Sales,Doctorate,3,Male,2,2,Married,2249,No,4,2,4,2,3,2,1,1,2,L1
38,Travel_Rarely,Delivery,Masters,2,Male,2,2,Married,8832,No,4,2,9,3,3,4,3,3,3,L2
48,Travel_Rarely,Delivery,Diploma,1,Male,3,2,Single,12288,Yes,2,3,13,2,2,5,3,3,3,L3
39,Travel_Rarely,Marketing,Bachelors,3,Male,2,2,Married,6340,No,3,3,12,2,2,5,4,1,3,L2
19,Travel_Rarely,Sales,Bachelors,1,Male,2,3,Single,2568,Yes,3,2,1,2,3,1,1,1,1,L1
51,Travel_Frequently,Product,Doctorate,1,Female,2,1,Single,7484,No,4,3,23,1,2,5,5,5,3,L3
50,Travel_Rarely,HR,Diploma,3,Male,3,3,Single,2431,No,3,4,11,3,1,3,3,3,3,L1
46,Travel_Rarely,Sales,Masters,2,Male,3,2,Divorced,17744,No,3,2,26,3,1,5,1,1,2,L4
42,Travel_Rarely,Corporate Functions,Diploma,3,Female,2,1,Single,13245,Yes,3,2,15,3,2,5,4,2,4,L3
41,Travel_Rarely,Marketing,Masters,2,Male,3,2,Divorced,2393,No,3,2,15,2,1,5,3,1,4,L1
25,Travel_Rarely,Sales,Bachelors,3,Female,3,1,Married,2904,Yes,3,2,4,3,3,2,1,1,1,L1
35,Travel_Rarely,Corporate Functions,Masters,3,Female,2,2,Married,10898,No,3,1,15,2,2,5,4,2,3,L3
37,Travel_Rarely,Product,Diploma,1,Male,3,3,Single,4907,No,3,2,14,3,3,5,4,3,2,L2
40,Travel_Rarely,Corporate Functions,Doctorate,1,Male,1,3,Married,6368,No,3,2,12,3,3,3,2,1,2,L2
38,Non-Travel,HR,Diploma,2,Female,1,4,Divorced,5329,Yes,3,4,17,3,3,5,4,1,4,L2
32,Travel_Rarely,Delivery,Doctorate,2,Male,4,1,Married,9861,No,3,2,12,2,2,5,4,3,3,L3
39,Travel_Rarely,Sales,Doctorate,2,Female,3,3,Married,6099,No,3,4,10,2,3,3,2,2,2,L2
43,Travel_Rarely,Delivery,Diploma,2,Male,3,3,Married,5145,No,3,2,17,2,3,5,3,1,2,L2
43,Travel_Rarely,Delivery,Doctorate,2,Male,2,3,Married,5643,No,3,3,14,2,3,5,4,2,4,L2
26,Travel_Rarely,Product,Diploma,3,Male,2,2,Divorced,2357,No,3,1,8,2,2,3,3,1,3,L1
21,Travel_Rarely,Delivery,Bachelors,3,Female,3,2,Single,2695,No,3,4,1,0,3,1,1,1,1,L1
47,Travel_Rarely,Product,Masters,3,Female,2,3,Married,13842,No,3,3,21,2,3,5,4,1,3,L3
35,Travel_Rarely,Delivery,Bachelors,1,Male,3,1,Married,4625,No,3,3,16,2,2,5,3,2,5,L2
33,Travel_Frequently,Sales,Doctorate,2,Male,2,1,Single,6714,Yes,4,2,10,4,2,2,2,1,1,L2
24,Travel_Rarely,Corporate Functions,Masters,2,Male,3,1,Married,2622,Yes,5,2,2,2,2,1,1,1,1,L1
24,Travel_Rarely,Marketing,Diploma,2,Male,3,4,Single,2292,Yes,4,1,5,2,2,1,1,1,1,L1
35,Travel_Frequently,Corporate Functions,Bachelors,3,Male,2,1,Divorced,4315,No,3,2,15,2,2,5,5,1,3,L2
48,Travel_Rarely,Marketing,Masters,3,Female,3,3,Single,13913,No,3,3,29,1,3,5,3,2,4,L4
30,Travel_Rarely,Product,Doctorate,1,Male,2,3,Single,4699,No,3,2,12,3,3,5,4,1,3,L2
27,Travel_Rarely,HR,Masters,2,Female,2,3,Married,2368,Yes,3,1,5,1,2,2,1,1,1,L1
45,Travel_Rarely,Sales,Masters,1,Male,2,3,Single,4063,No,3,1,16,2,2,5,3,2,3,L2
26,Travel_Frequently,HR,Diploma,2,Female,3,3,Divorced,2741,Yes,5,2,8,2,2,3,3,1,1,L1
32,Travel_Rarely,HR,Masters,3,Male,1,3,Single,10333,No,2,3,13,2,2,5,3,3,3,L2
37,Travel_Rarely,Marketing,Diploma,3,Male,3,2,Married,4437,No,3,2,13,3,3,5,3,1,3,L1
41,Non-Travel,Marketing,Masters,4,Male,3,4,Single,6230,No,3,4,16,3,3,5,2,1,4,L2
58,Travel_Rarely,Delivery,Doctorate,2,Male,3,1,Single,7211,No,3,3,21,2,2,5,4,2,2,L2
54,Travel_Rarely,HR,Doctorate,4,Male,2,2,Divorced,19669,No,3,1,34,4,3,5,2,2,3,L5
27,Travel_Rarely,Corporate Functions,Diploma,3,Female,2,1,Single,2529,Yes,5,3,6,4,3,2,1,1,2,L1
34,Travel_Rarely,HR,Masters,2,Female,3,3,Divorced,9738,No,3,4,15,2,2,5,1,1,3,L2
34,Travel_Rarely,Sales,Bachelors,2,Male,1,3,Single,6815,No,3,2,12,3,3,5,3,3,2,L2
31,Travel_Rarely,Product,Diploma,3,Male,3,2,Divorced,10648,No,4,4,13,6,4,5,3,1,3,L3
33,Travel_Rarely,Corporate Functions,Bachelors,2,Male,2,1,Single,6749,No,3,1,13,2,3,2,2,1,2,L2
39,Travel_Rarely,Marketing,Masters,2,Female,2,2,Divorced,5469,No,3,1,17,2,3,5,2,1,4,L2
40,Travel_Rarely,Marketing,Doctorate,1,Female,3,3,Married,10360,No,3,4,16,5,3,5,4,4,1,L3
31,Travel_Rarely,HR,Doctorate,2,Male,3,2,Single,2142,No,3,3,12,6,3,5,4,1,4,L1
24,Travel_Rarely,Sales,Bachelors,1,Female,3,2,Single,3202,Yes,3,2,6,4,3,2,2,1,2,L1
34,Travel_Rarely,Delivery,Bachelors,3,Male,2,3,Single,4856,No,3,2,14,2,3,5,3,3,3,L2
54,Travel_Rarely,Delivery,Doctorate,2,Male,3,3,Married,6317,No,3,1,12,2,2,5,4,1,3,L2
33,Travel_Rarely,Delivery,Doctorate,1,Male,1,4,Divorced,3408,No,4,1,8,2,3,2,2,1,2,L1
35,Travel_Rarely,Product,Bachelors,3,Female,2,3,Married,3252,Yes,5,1,2,0,1,1,1,1,1,L1
29,Travel_Rarely,Marketing,Doctorate,1,Male,2,3,Divorced,2798,Yes,5,4,5,3,2,2,1,1,1,L1
47,Travel_Rarely,Product,Diploma,4,Female,3,2,Married,17354,No,3,2,24,2,2,5,3,4,3,L4
30,Travel_Rarely,Sales,Diploma,4,Male,1,3,Single,10176,No,3,3,10,1,2,4,2,3,2,L2
